,Product Url,Product Name,Price,Rating,Review
0,https://www.amazon.in//American-Tourister-AMT-SCH-02/dp/B07CJCGM1M,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),"1,299",4.1 out of 5 stars,"(51,370)"
1,https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),565,4.3 out of 5 stars,"(9,226)"
2,https://www.amazon.in//Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD,Skybags Brat Black 46 Cms Casual Backpack,669,4.1 out of 5 stars,"(3,368)"
3,https://www.amazon.in//Kuber-Industries-Handcrafted-Embroidered-Handbag/dp/B082VDVJGM,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),312.,3.8 out of 5 stars,(472)
4,https://www.amazon.in//Fiesto-Fashion-Womens-Handbag-FIESTO33_Blue/dp/B082Z33ZDS,"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",615,3.9 out of 5 stars,"(4,073)"
5,https://www.amazon.in//ADISA-women-girls-black-embroided/dp/B08RWBP3H2,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",495,4.2 out of 5 stars,"(1,412)"
6,https://www.amazon.in//Lapis-Lupo-Flower-Embroidery-Handbag/dp/B07RXYSJHF,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping","1,039",4.2 out of 5 stars,"(3,600)"
7,https://www.amazon.in//ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF,DEIN KLEIDER Men's Nylon Messenger Bag,"1,201",3.9 out of 5 stars,(462)
8,https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P,ADISA Light Weight Laptop Backpack 32 Ltrs,499,4.3 out of 5 stars,"(12,103)"
9,https://www.amazon.in//Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,498,4.1 out of 5 stars,"(7,630)"
10,https://www.amazon.in//Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",349,3.9 out of 5 stars,"(2,184)"
11,https://www.amazon.in//Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",699,4.0 out of 5 stars,"(4,396)"
12,https://www.amazon.in//ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",349,4.0 out of 5 stars,"(5,547)"
13,https://www.amazon.in//Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4,ADISA Laptop Backpack 31 Ltrs,499,3.9 out of 5 stars,"(2,127)"
14,https://www.amazon.in//Blue-Tree-Backpack-Cartoon-Spiderman/dp/B097NH6X4C,Bennett™ Mystic Formal Business Briefcase Bag Crossbody Messenger College Bags For Men Women MacBook INoteBook ITablet Laptop Upto 15.6 Inch | Handbags with Shoulder Straps (Blue) 6 Months Warranty,849,4.2 out of 5 stars,(7)
15,https://www.amazon.in//School-Backpack-Cartoon-Travel-Toddler/dp/B08WWG91Q3,"Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)",399,4.0 out of 5 stars,(4)
16,https://www.amazon.in//Blue-Tree-Velvet-Spiderman-School/dp/B07HLYW3FF,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),399,4.0 out of 5 stars,"(1,044)"
17,https://www.amazon.in//MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB5DP5Y,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),288,4.3 out of 5 stars,(46)
18,https://www.amazon.in//Amazon-Brand-Solimo-so_flingyrqba_6-Gym/dp/B084DQ182R,Skybags Brat Black 46 Cms Casual Backpack,295,4.2 out of 5 stars,(93)
19,https://www.amazon.in//Backpack-Toddler-Animal-Cartoon-Travel/dp/B09H3H3898,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),399,4.0 out of 5 stars,(61)
20,https://www.amazon.in//Backpack-Toddler-Animal-Cartoon-Red-Stawberry/dp/B089WFG3BK,"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",539,4.0 out of 5 stars,(218)
21,https://www.amazon.in//Blue-Tree-Synthetic-Cartton-Minnie/dp/B07CXXYQ5X,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",579,4.0 out of 5 stars,(663)
22,https://www.amazon.in//Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",288,3.8 out of 5 stars,(628)
23,https://www.amazon.in//AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG,DEIN KLEIDER Men's Nylon Messenger Bag,288,3.9 out of 5 stars,(710)
24,https://www.amazon.in//Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2,ADISA Light Weight Laptop Backpack 32 Ltrs,288,3.9 out of 5 stars,(675)
25,https://www.amazon.in//ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,599,4.0 out of 5 stars,"(8,992)"
26,https://www.amazon.in//Bennett-Mystic-Shoulder-Messenger-Repellent/dp/B08X2T2M8G,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",999,4.1 out of 5 stars,"(4,860)"
27,https://www.amazon.in//Step-Backpack-Small-Water-Repellant/dp/B088XH1BP7,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather","1,999",4.1 out of 5 stars,"(7,630)"
28,https://www.amazon.in//American-Tourister-AMT-SCH-02/dp/B07CJCGM1M,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",899,4 Stars & Up,"(51,370)"
29,https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF,ADISA Laptop Backpack 31 Ltrs,499,3 Stars & Up,"(9,226)"
30,https://www.amazon.in//Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD,Bennett™ Mystic Formal Business Briefcase Bag Crossbody Messenger College Bags For Men Women MacBook INoteBook ITablet Laptop Upto 15.6 Inch | Handbags with Shoulder Straps (Blue) 6 Months Warranty,512,2 Stars & Up,"(3,368)"
31,https://www.amazon.in//Kuber-Industries-Handcrafted-Embroidered-Handbag/dp/B082VDVJGM,"Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)",299,1 Star & Up,(472)
32,https://www.amazon.in//Fiesto-Fashion-Womens-Handbag-FIESTO33_Blue/dp/B082Z33ZDS,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),"1,299",4.1 out of 5 stars,"(4,073)"
33,https://www.amazon.in//ADISA-women-girls-black-embroided/dp/B08RWBP3H2,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),565,4.3 out of 5 stars,"(1,412)"
34,https://www.amazon.in//Lapis-Lupo-Flower-Embroidery-Handbag/dp/B07RXYSJHF,Skybags Brat Black 46 Cms Casual Backpack,669,4.1 out of 5 stars,"(3,600)"
35,https://www.amazon.in//ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),312.,3.8 out of 5 stars,(462)
36,https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P,"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",615,3.9 out of 5 stars,"(12,103)"
37,https://www.amazon.in//Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",495,4.2 out of 5 stars,"(7,630)"
38,https://www.amazon.in//Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping","1,039",4.2 out of 5 stars,"(2,184)"
39,https://www.amazon.in//Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M,DEIN KLEIDER Men's Nylon Messenger Bag,"1,201",3.9 out of 5 stars,"(4,396)"
40,https://www.amazon.in//ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ,ADISA Light Weight Laptop Backpack 32 Ltrs,499,4.3 out of 5 stars,"(5,547)"
41,https://www.amazon.in//Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,498,4.1 out of 5 stars,"(2,127)"
42,https://www.amazon.in//Blue-Tree-Backpack-Cartoon-Spiderman/dp/B097NH6X4C,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",349,3.9 out of 5 stars,(7)
43,https://www.amazon.in//School-Backpack-Cartoon-Travel-Toddler/dp/B08WWG91Q3,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",699,4.0 out of 5 stars,(4)
44,https://www.amazon.in//Blue-Tree-Velvet-Spiderman-School/dp/B07HLYW3FF,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",349,4.0 out of 5 stars,"(1,044)"
45,https://www.amazon.in//MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB5DP5Y,ADISA Laptop Backpack 31 Ltrs,499,3.9 out of 5 stars,(46)
46,https://www.amazon.in//Amazon-Brand-Solimo-so_flingyrqba_6-Gym/dp/B084DQ182R,Bennett™ Mystic Formal Business Briefcase Bag Crossbody Messenger College Bags For Men Women MacBook INoteBook ITablet Laptop Upto 15.6 Inch | Handbags with Shoulder Straps (Blue) 6 Months Warranty,849,4.2 out of 5 stars,(93)
47,https://www.amazon.in//Backpack-Toddler-Animal-Cartoon-Travel/dp/B09H3H3898,"Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)",399,4.0 out of 5 stars,(61)
48,https://www.amazon.in//Backpack-Toddler-Animal-Cartoon-Red-Stawberry/dp/B089WFG3BK,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),399,4.0 out of 5 stars,(218)
49,https://www.amazon.in//Blue-Tree-Synthetic-Cartton-Minnie/dp/B07CXXYQ5X,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),288,4.3 out of 5 stars,(663)
50,https://www.amazon.in//Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M,Skybags Brat Black 46 Cms Casual Backpack,295,4.2 out of 5 stars,(628)
51,https://www.amazon.in//AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),399,4.0 out of 5 stars,(710)
52,https://www.amazon.in//Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2,"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",539,4.0 out of 5 stars,(675)
53,https://www.amazon.in//ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",579,4.0 out of 5 stars,"(8,992)"
54,https://www.amazon.in//Bennett-Mystic-Shoulder-Messenger-Repellent/dp/B08X2T2M8G,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",288,3.8 out of 5 stars,"(4,860)"
55,https://www.amazon.in//Step-Backpack-Small-Water-Repellant/dp/B088XH1BP7,DEIN KLEIDER Men's Nylon Messenger Bag,288,3.9 out of 5 stars,"(7,630)"
56,https://www.amazon.in//American-Tourister-AMT-SCH-02/dp/B07CJCGM1M,ADISA Light Weight Laptop Backpack 32 Ltrs,288,3.9 out of 5 stars,"(51,370)"
57,https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,599,4.0 out of 5 stars,"(9,226)"
58,https://www.amazon.in//Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",999,4.1 out of 5 stars,"(3,368)"
59,https://www.amazon.in//Kuber-Industries-Handcrafted-Embroidered-Handbag/dp/B082VDVJGM,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather","1,999",4.1 out of 5 stars,(472)
60,https://www.amazon.in//Fiesto-Fashion-Womens-Handbag-FIESTO33_Blue/dp/B082Z33ZDS,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",899,4 Stars & Up,"(4,073)"
61,https://www.amazon.in//ADISA-women-girls-black-embroided/dp/B08RWBP3H2,ADISA Laptop Backpack 31 Ltrs,499,3 Stars & Up,"(1,412)"
62,https://www.amazon.in//Lapis-Lupo-Flower-Embroidery-Handbag/dp/B07RXYSJHF,Bennett™ Mystic Formal Business Briefcase Bag Crossbody Messenger College Bags For Men Women MacBook INoteBook ITablet Laptop Upto 15.6 Inch | Handbags with Shoulder Straps (Blue) 6 Months Warranty,512,2 Stars & Up,"(3,600)"
63,https://www.amazon.in//ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF,"Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)",299,1 Star & Up,(462)
64,https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),"1,299",4.1 out of 5 stars,"(12,103)"
65,https://www.amazon.in//Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),565,4.3 out of 5 stars,"(7,630)"
66,https://www.amazon.in//Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV,Skybags Brat Black 46 Cms Casual Backpack,669,4.1 out of 5 stars,"(2,184)"
67,https://www.amazon.in//Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),312.,3.8 out of 5 stars,"(4,396)"
68,https://www.amazon.in//ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ,"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",615,3.9 out of 5 stars,"(5,547)"
69,https://www.amazon.in//Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",495,4.2 out of 5 stars,"(2,127)"
70,https://www.amazon.in//Blue-Tree-Backpack-Cartoon-Spiderman/dp/B097NH6X4C,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping","1,039",4.2 out of 5 stars,(7)
71,https://www.amazon.in//School-Backpack-Cartoon-Travel-Toddler/dp/B08WWG91Q3,DEIN KLEIDER Men's Nylon Messenger Bag,"1,201",3.9 out of 5 stars,(4)
72,https://www.amazon.in//Blue-Tree-Velvet-Spiderman-School/dp/B07HLYW3FF,ADISA Light Weight Laptop Backpack 32 Ltrs,499,4.3 out of 5 stars,"(1,044)"
73,https://www.amazon.in//MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB5DP5Y,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,498,4.1 out of 5 stars,(46)
74,https://www.amazon.in//Amazon-Brand-Solimo-so_flingyrqba_6-Gym/dp/B084DQ182R,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",349,3.9 out of 5 stars,(93)
75,https://www.amazon.in//Backpack-Toddler-Animal-Cartoon-Travel/dp/B09H3H3898,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",699,4.0 out of 5 stars,(61)
76,https://www.amazon.in//Backpack-Toddler-Animal-Cartoon-Red-Stawberry/dp/B089WFG3BK,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",349,4.0 out of 5 stars,(218)
77,https://www.amazon.in//Blue-Tree-Synthetic-Cartton-Minnie/dp/B07CXXYQ5X,ADISA Laptop Backpack 31 Ltrs,499,3.9 out of 5 stars,(663)
78,https://www.amazon.in//Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M,Bennett™ Mystic Formal Business Briefcase Bag Crossbody Messenger College Bags For Men Women MacBook INoteBook ITablet Laptop Upto 15.6 Inch | Handbags with Shoulder Straps (Blue) 6 Months Warranty,849,4.2 out of 5 stars,(628)
79,https://www.amazon.in//AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG,"Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)",399,4.0 out of 5 stars,(710)
80,https://www.amazon.in//Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),399,4.0 out of 5 stars,(675)
81,https://www.amazon.in//ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),288,4.3 out of 5 stars,"(8,992)"
82,https://www.amazon.in//Bennett-Mystic-Shoulder-Messenger-Repellent/dp/B08X2T2M8G,Skybags Brat Black 46 Cms Casual Backpack,295,4.2 out of 5 stars,"(4,860)"
83,https://www.amazon.in//Step-Backpack-Small-Water-Repellant/dp/B088XH1BP7,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),399,4.0 out of 5 stars,"(7,630)"
84,https://www.amazon.in//American-Tourister-AMT-SCH-02/dp/B07CJCGM1M,"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",539,4.0 out of 5 stars,"(51,370)"
85,https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",579,4.0 out of 5 stars,"(9,226)"
86,https://www.amazon.in//Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",288,3.8 out of 5 stars,"(3,368)"
87,https://www.amazon.in//Kuber-Industries-Handcrafted-Embroidered-Handbag/dp/B082VDVJGM,DEIN KLEIDER Men's Nylon Messenger Bag,288,3.9 out of 5 stars,(472)
88,https://www.amazon.in//Fiesto-Fashion-Womens-Handbag-FIESTO33_Blue/dp/B082Z33ZDS,ADISA Light Weight Laptop Backpack 32 Ltrs,288,3.9 out of 5 stars,"(4,073)"
89,https://www.amazon.in//ADISA-women-girls-black-embroided/dp/B08RWBP3H2,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,599,4.0 out of 5 stars,"(1,412)"
90,https://www.amazon.in//Lapis-Lupo-Flower-Embroidery-Handbag/dp/B07RXYSJHF,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",999,4.1 out of 5 stars,"(3,600)"
91,https://www.amazon.in//ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather","1,999",4.1 out of 5 stars,(462)
92,https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",899,4 Stars & Up,"(12,103)"
93,https://www.amazon.in//Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8,ADISA Laptop Backpack 31 Ltrs,499,3 Stars & Up,"(7,630)"
94,https://www.amazon.in//Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV,Bennett™ Mystic Formal Business Briefcase Bag Crossbody Messenger College Bags For Men Women MacBook INoteBook ITablet Laptop Upto 15.6 Inch | Handbags with Shoulder Straps (Blue) 6 Months Warranty,512,2 Stars & Up,"(2,184)"
95,https://www.amazon.in//Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M,"Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)",299,1 Star & Up,"(4,396)"
